"guid","spelling","published","abbr1","abbr2","abbr3","type","gloss","character","arity","relational phrase","Original Textbook Order","LogFlash Order/Frequency",,"frequency"
100860,"pipno",,,,"pi'o","gismu","piano","琴",1,"x1 is a piano/harpsichord/synthesizer/organ; a keyboard musical instrument","ak",8,"#N/A",0
100861,"pixra",,"pir","xra",,"gismu","picture","画",4,"x1 is a picture/illustration representing/showing x2, made by artist x3 in medium x4","4d",51,39,39
100862,"plana",,,,,"gismu","plump","胖",2,"x1 is plump/fat/obese [excessively thick/bulbous/swollen] by standard x2","6f",13,1,1
100863,"platu",,,"pla",,"gismu","plan","图",3,"x1 (agent) plans/designs/plots plan/arrangement/plot/[schematic] x2 for state/process x3","8c",7,10,10
100864,"pleji",,"lej",,"le'i","gismu","pay","付",4,"x1 pays/compensates/remunerates/[rewards] payment x2 to recipient/payee x3 for goods/services x4","8b",59,18,18
100865,"plibu",,"pib",,,"gismu","pubic","阴",2,"x1 is a/the pubic area/external genitalia [body-part] of x2","aa",0,1,1
100866,"plini",,,,,"gismu","planet","星",4,"x1 is a planet revolving around x2 with planetary characteristics x3, orbital parameters x4","am",16,1,1
100867,"plipe",,"pip",,"pi'e","gismu","leap","跳",5,"x1 (agent/object) leaps/jumps/springs/bounds to x2 from x3 reaching height x4 propelled by x5","1g",54,10,10
100868,"plise",,,,,"gismu","apple","苹",2,"x1 is an apple [fruit] of species/strain x2","5b",8,5,5
100869,"plita",,"pit",,,"gismu","plane","扁",2,"x1 is a plane [2-dimensional shape/form] defined by points x2 (set); x1 is flat/[smooth]","9b",18,3,3
100870,"plixa",,"lix",,,"gismu","plow","犁",4,"x1 (agent) plows/furrows/tills [cuts into and turns up] x2 with tool x3 propelled by x4","ao",1,1,1
100871,"pluja",,"luj",,,"gismu","complicated","繁",3,"x1 is complex/complicated/involved in aspect/property x2 (ka) by standard x3","6f",28,12,12
100872,"pluka",,"puk",,"pu'a","gismu","pleasant","愉",3,"x1 (event/state) seems pleasant to/pleases x2 under conditions x3","9c",131,30,30
100873,"pluta",,"lut",,"lu'a","gismu","route","途",4,"x1 is a route/path/way/course/track to x2 from x3 via/defined by points including x4 (set)","5d",309,8,8
100874,"polje",,,"plo",,"gismu","fold","叠",3,"x1 (force) folds/creases x2 at locus/loci/forming crease(s)/bend(s) x3","a",0,5,5
100875,"polno",,"pol",,,"gismu","Polynesian","婆",2,"x1 reflects Polynesian/Oceanian (geographic region) culture/nationality/languages in aspect x2","ab",1,"#N/A",0
100876,"ponjo",,"pon",,"po'o","gismu","Japanese","日",2,"x1 reflects Japanese culture/nationality/language in aspect x2","ab",4,4,4
100877,"ponse",,"pos",,"po'e","gismu","possess","有",3,"x1 possesses/owns/has x2 under law/custom x3; x1 is owner/proprietor of x2 under x3","5g",188,82,82
100878,"porpi",,"pop",,"po'i","gismu","break","裂",2,"x1 breaks/fractures/shatters/[splits/splinters/cracks] into pieces x2","4c",36,12,12
100879,"porsi",,"por",,"poi","gismu","sequence","列",3,"x1 [ordered set] is sequenced/ordered/listed by comparison/rules x2 on unordered set x3","7c",49,5,5
100880,"porto",,"pot",,,"gismu","Portuguese","葡",2,"x1 reflects Portuguese culture/nationality/language in aspect x2","ab",3,"#N/A",0
100881,"prali",,"pal",,,"gismu","profit","润",3,"x1 is a profit/gain/benefit/advantage to x2 accruing/resulting from activity/process x3","8d",12,17,17
100882,"prami",,"pam",,"pa'i","gismu","love","爱",2,"x1 loves/feels strong affectionate devotion towards x2 (object/state)","9d",115,19,19
100883,"prane",,,,"pa'e","gismu","perfect","美",2,"x1 is perfect/ideal/archetypical/faultless/flawless/un-improvable in property/aspect x2 (ka)","7j",45,14,14
100884,"preja",,"pej",,"pe'a","gismu","spread","蔓",3,"x1 spreads/expands over/into x2 from initial state x3","7j",2,5,5
100885,"prenu",,,"pre",,"gismu","person","人",1,"x1 is a person/people (noun) [not necessarily human]; x1 displays personality/a persona","1k",632,142,142
100886,"preti",,"ret",,"rei","gismu","question","问",4,"x1 (quoted text) is a question/query about subject x2 by questioner x3 to audience x4","1h",149,68,68
100887,"prije",,"pij",,,"gismu","wise","慧",3,"x1 is wise/sage about matter x2 (abstraction) to observer x3","a",54,7,7
100888,"prina",,,"pri",,"gismu","print","印",3,"x1 is a print/impression/image on/in surface x2 of/made by/using tool/press/implement/object x3","a",5,4,4
100889,"pritu",,,,,"gismu","right","右",3,"x1 is to the right/right-hand side of x2 which faces/in-frame-of-reference x3","1e",55,7,7
100890,"prosa",,"ros",,"ro'a","gismu","prose","散",4,"x1 is prose about plot/theme/subject x2 by author x3 for intended audience x4","8b",9,5,5
100891,"pruce",,"ruc",,"ru'e","gismu","process","程",4,"x1 is a process with inputs x2, outputs/results x3, passing through steps/stages x4","8f",11,7,7
100892,"pruni",,"pun",,,"gismu","elastic","弹",1,"(adjective:) x1 is elastic/springy","a",0,"#N/A",0
100893,"pruxi",,"rux",,"ru'i","gismu","spirit","魂",1,"x1 is spiritual/pertains to the soul in nature [either energy or being]; x1 is ghostly/ethereal","a",49,13,13
100894,"pulce",,"puc",,"pu'e","gismu","dust","尘",3,"x1 is dust/precipitate [suspensible solid] from x2 in medium/on surface x3","a",22,1,1
100895,"pulji",,,,,"gismu","police","警",2,"x1 is a police officer/[enforcer/vigilante] enforcing law(s)/rule(s)/order x2","a",15,10,10
100896,"pulni",,,,,"gismu","pulley","轳",3,"x1 is a pulley [tool] for performing action/function x2 rotating on axle x3","ao",0,"#N/A",0
100897,"punji",,"puj",,"pu'i","gismu","put","放",3,"x1 (agent) puts/places/sets x2 on/at surface/locus x3","1g",88,38,38
100898,"punli",,"pul",,,"gismu","swelling","胀",3,"x1 is a swelling/protrusion/convexity [shape/form] at/in/on x2, of material x3","9b",0,2,2
100899,"purci",,"pur","pru",,"gismu","past","已",2,"x1 is in the past of/earlier than/before x2 in time sequence; x1 is former; x2 is latter","4a",59,5,5
100900,"purdi",,"pud",,,"gismu","garden","圃",3,"x1 is a garden/tended/cultivated field of family/community/farmer x2 growing plants/crop x3","6c",17,27,27
100901,"purmo",,"pum",,"pu'o","gismu","powder","末",2,"x1 is a powder of material x2","9f",0,1,1
100902,"racli",,,,,"gismu","sane","智",2,"x1 (action/activity/behavior) is sane/rational by standard x2","a",1,8,8
100903,"ractu",,,,,"gismu","rabbit","兔",2,"x1 is a rabbit/hare/[doe] of species/breed x2","ai",28,64,64
100904,"radno",,,,"ra'o","gismu","radian","弧",3,"x1 is x2 radian(s) [metric unit] in angular measure (default is 1) by standard x3","aj",0,1,1
100905,"rafsi",,"raf",,,"gismu","affix","缀",4,"x1 is an affix/suffix/prefix/combining-form for word/concept x2, form/properties x3, language x4","1b",219,11,11
100906,"ragve",,"rav",,,"gismu","across","朝",3,"x1 is located across/on the other side of gap/boundary x2 from x3; x1 is opposite (fi) x3","3j",32,"#N/A",0
100907,"rakso",,,,,"gismu","Iraqi","伊",2,"x1 reflects Iraqi culture/nationality in aspect x2","ab",1,"#N/A",0
100908,"raktu",,,,"ra'u","gismu","trouble","扰",3,"x1 (object/person/event/situation) troubles/disturbs x2 (person) causing problem(s) x3","4c",41,23,23
100909,"ralci",,"rac",,,"gismu","delicate","娇",2,"x1 is delicate/fragile/subtle/refined in property x2 (ka)","7j",17,3,3
100910,"ralju",,"ral",,,"gismu","principal","要",3,"x1 is principal/chief/leader/main/[staple], most significant among x2 (set) in property x3 (ka)","8c",87,8,8
100911,"ralte",,,,"ra'e","gismu","retain","持",2,"x1 retains/keeps/holds x2 in its possession","2b",15,1,1
100912,"randa",,"rad",,,"gismu","yield","屈",3,"x1 yields/gives way/surrenders to x2 (force/agent) under conditions x3","a",0,"#N/A",0
100913,"rango",,"rag",,,"gismu","organ","脏",3,"x1 is a/the body organ [body-part] of body/species x2 performing function x3","aa",0,1,1
100914,"ranji",,,,"ra'i","gismu","continue","继",2,"x1 (event/state) continues/persists over interval x2; x1 (property - ka) is continuous over x2","9b",143,9,9
100915,"ranmi",,"ram",,,"gismu","myth","曰",4,"x1 is a myth/legend, a culturally significant story about x2 in mythos x3 of culture x4","ac",13,1,1
100916,"ransu",,,,,"gismu","bronze","铸",2,"x1 is a quantity of/contains/is made of bronze of composition including x2","ah",1,"#N/A",0
100917,"ranti",,"ran",,,"gismu","soft","软",3,"x1 is soft/malleable/moldable/yielding to force x2 in conditions x3","2g",24,2,2
100918,"ranxi",,"rax",,,"gismu","irony","讽",3,"x1 is ironic(al)/contrary to expectation x2 in state/property/aspect x3","a",5,1,1
100919,"rapli",,"rap",,,"gismu","repeat","复",2,"x1 [action] repeats/is repeated for a total of x2 (quantity) occurrences","1h",32,4,4
100920,"rarna",,"rar",,,"gismu","natural","然",1,"x1 is natural/spontaneous/instinctive, not [consciously] caused by person(s)","6c",31,12,12
100921,"ratcu",,,,,"gismu","rat","鼠",2,"x1 is a rat of species/breed x2","ai",51,1,1
100922,"ratni",,"rat",,,"gismu","atom","子",3,"x1 is an atom of element/atomic number x2 of isotope number/atomic weight x3","a",4,2,2
100923,"rebla",,"reb",,,"gismu","tail","尾",2,"x1 is a/the tail/appendix [body-part] of x2; [metaphor: trailing, following portion/appendage]","ai",9,13,13
100924,"rectu",,"rec",,"re'u","gismu","meat","肉",2,"x1 is a quantity of/contains meat/flesh from source/animal x2","5b",30,13,13
100925,"remna",,"rem",,"re'a","gismu","human","猩",1,"x1 is a human/human being/man (non-specific gender-free sense); (adjective:) x1 is human","1k",219,36,36
100926,"renro",,"rer",,"re'o","gismu","throw","扔",3,"x1 throws/launches/casts/hurls x2 to/at/in direction x3 (propulsion derives internally to x1)","8h",53,16,16
100927,"renvi",,"rev",,"re'i","gismu","survive","续",3,"x1 survives/endures/undergoes/abides/lasts/persists through x2 for interval/duration x3","4c",21,5,5
100928,"respa",,"res",,,"gismu","reptile","蜥",2,"x1 is a reptile of species/breed x2","ai",1,1,1
100929,"ricfu",,"rif","cfu",,"gismu","rich","富",2,"x1 is rich/wealthy in goods/possessions/property/aspect x2","a",43,6,6
100930,"rigni",,"rig",,,"gismu","disgusting","厌",3,"x1 is repugnant to/causes disgust to x2 under conditions x3","a",5,8,8
100931,"rijno",,"rij",,,"gismu","silver","银",1,"x1 is made of/contains/is a quantity of silver/argentum (Ag); [metaphor: valuable, tarnishing]","5e",32,"#N/A",0
100932,"rilti",,"ril",,,"gismu","rhythm","奏",2,"x1 (sequence/non-text quote) is a rhythm/beat of music/expressive form x2","a",1,2,2
100933,"rimni",,"rim",,,"gismu","rhyme","韵",4,"x1 rhymes/alliterates with x2 in language/phonetics x3, matching sound correspondence x4 (ka)","8b",9,1,1
100934,"rinci",,,,,"gismu","drain","滤",4,"x1 liquid/fluid drains/strains/flushes from source x2 through drain/strainer x3 by force x4","a",0,"#N/A",0
100935,"rinju",,,,"ri'u","gismu","restrain","束",3,"x1 is restrained/held [back]/constrained/kept by restraint x2 against x3 (event)","3m",19,10,10
100936,"rinka",,"rik",,"ri'a","gismu","cause","使",3,"x1 (event/state) effects/physically causes effect x2 (event/state) under conditions x3","6a",296,44,44
100937,"rinsa",,,,,"gismu","greet","迎",3,"x1 (agent) greets/hails/[welcomes/says hello to]/responds to arrival of x2 in manner x3 (action)","2n",40,6,6
100938,"rirci",,,,,"gismu","rare","稀",3,"x1 [member] is rare/unusual/uncommon/atypical in property x2 (ka) among members of x3 (set)","6f",26,4,4
100939,"rirni",,"rir",,,"gismu","parent","养",2,"x1 is a parent of/raises/rears x2; x1 mentors/acts parental toward child/protege x2","4b",33,6,6
100940,"rirxe",,,,"ri'e","gismu","river","江",4,"x1 is a river of land mass x2, draining watershed x3 into x4/terminating at x4","6c",71,17,17
100941,"rismi",,"ris",,,"gismu","rice","稻",2,"x1 is a quantity of rice [a type of grain] of strain/cultivar x2","5b",9,"#N/A",0
100942,"risna",,,,,"gismu","heart","心",2,"x1 is a/the heart [body-part] of x2; [emotional/shape metaphors are NOT culturally neutral]","aa",34,13,13
100943,"ritli",,,,"ri'i","gismu","rite","礼",4,"x1 is a rite/ceremony/ritual for purpose/goal x2, by custom/in community x3, with form/rules x4","9a",24,6,6
100944,"rivbi",,"riv",,,"gismu","avoid","避",3,"x1 avoids/evades/shuns/escapes/skirts [fate] x2 (event) through action/state x3 (event)","a",36,22,22
100945,"rokci",,"rok",,"ro'i","gismu","rock","石",3,"x1 is a quantity of/is made of/contains rock/stone of type/composition x2 from location x3","6c",143,13,13
100946,"romge",,"rog",,,"gismu","chrome","铬",2,"x1 is a highly reflective/polished non-tarnishing metallic surface, of metal x2 [often chromium]","ag",3,"#N/A",0
100947,"ropno",,"ron",,"ro'o","gismu","European","欧",2,"x1 reflects European culture/nationality/geography/Indo-European languages in aspect x2","ab",13,4,4
100948,"rorci",,"ror",,,"gismu","procreate","殖",3,"x1 engenders/procreates/begets x2 with coparent x3","4b",3,2,2
100949,"rotsu",,"rot","tsu","ro'u","gismu","thick","厚",3,"x1 is thick in dimension/direction x2 by standard x3; [relatively long in smallest dimension]","6f",9,"#N/A",0
100950,"rozgu",,"roz","zgu",,"gismu","rose","玫",2,"x1 is a rose [flower - characterized by prickly stem/fragrance] of species/strain x2","aj",10,7,7
100951,"ruble",,"rub","ble",,"gismu","weak","弱",3,"x1 is weak/feeble/frail in property/quality/aspect x2 (ka) by standard x3","7g",0,18,18
100952,"rufsu",,"ruf",,,"gismu","rough","粗",1,"x1 is rough/coarse/uneven/[grainy/scabrous/rugged] in texture/regularity","6f",16,6,6
100953,"runme",,"rum",,,"gismu","melt","融",3,"x1 melts [becomes liquid from solid state] at temperature x2 and pressure x3","a",2,"#N/A",0
100954,"runta",,,,,"gismu","dissolve","溶",4,"x1 dissolves in solvent x2 forming solution/[suspension] x3 under conditions x4","a",16,1,1
100955,"rupnu",,"rup",,"ru'u","gismu","dollar","元",3,"x1 is measured in major-money-units (dollar/yuan/ruble) as x2 (quantity), monetary system x3","5e",59,12,12
100956,"rusko",,"ruk",,"ru'o","gismu","Russian","俄",2,"x1 reflects Russian culture/nationality/language in aspect x2","ab",4,1,1
100957,"rutni",,"run",,,"gismu","artifact","器",2,"x1 is an artifact; x1 is artificial; x1 is made/caused by people/se kulnu x2; x1 is man-made","6c",19,6,6
100958,"sabji",,"sab",,,"gismu","provide","供",3,"x1 [source] provides/supplies/furnishes x2 [supply/commodity] to x3 [recipient]","3m",20,10,10
100959,"sabnu",,,,,"gismu","cabin","舱",2,"x1 is a cabin of vehicle x2","a",0,"#N/A",0
100960,"sacki",,,,,"gismu","match","柴",2,"x1 is a match [incendiary device] made of x2","a",0,"#N/A",0
100961,"saclu",,,,,"gismu","decimal","幺",3,"x1 (me'o) is the [decimal/binary] equivalent of fractional x2 (me'o) in base x3 (quantity)","af",1,"#N/A",0
100962,"sadjo",,,"djo",,"gismu","Saudi","罕",2,"x1 reflects Saudi Arabian culture/nationality in aspect x2","ab",1,"#N/A",0
100963,"sakci",,"sak",,,"gismu","suck","抽",3,"x1 sucks/is suction/vacuum/relatively low pressure of fluid/gas x2 relative to high pressure x3","a",2,1,1
100964,"sakli",,"sal",,,"gismu","slide","滑",2,"x1 slides/slips/glides on x2","a",12,4,4
100965,"sakta",,"sat",,,"gismu","sugar","糖",3,"x1 is made of/contains/is a quantity of sugar [sweet edible] from source x2 of composition x3","5b",7,2,2
100966,"salci",,,"sla",,"gismu","celebrate","庆",3,"x1 celebrates/recognizes/honors x2 (event/abstract) with activity/[party] x3","9c",22,9,9
100967,"salpo",,,,"sa'o","gismu","slope","坡",3,"x1 is sloped/inclined/slanted/aslant with angle x2 to horizon/frame x3","5d",47,"#N/A",0
100968,"salta",,,,,"gismu","salad","芼",2,"x1 (mass) is a quantity of salad [food] with ingredients/components including x2","5b",11,"#N/A",0
100969,"samcu",,,,,"gismu","cassava","薯",2,"x1 is a quantity of cassava/taro/manioc/tapioca/yam [edible starchy root] of species/strain x2","1a",2,"#N/A",0
100970,"sampu",,"sap",,,"gismu","simple","简",2,"x1 is simple/unmixed/uncomplicated in property x2 (ka)","6f",24,12,12
100971,"sance",,,"sna",,"gismu","sound","声",2,"x1 is sound produced/emitted by x2","7j",37,31,31
100972,"sanga",,"sag",,"sa'a","gismu","sing","唱",3,"x1 sings/chants x2 [song/hymn/melody/melodic sounds] to audience x3","5g",0,25,25
100973,"sanji",,"saj",,,"gismu","conscious","识",2,"x1 is conscious/aware of x2 (object/abstract); x1 discerns/recognizes x2 (object/abstract)","6m",48,36,36
100974,"sanli",,,,"sa'i","gismu","stand","立",3,"x1 stands [is vertically oriented] on surface x2 supported by limbs/support/pedestal x3","1g",75,29,29
100975,"sanmi",,,,"sai","gismu","meal","餐",2,"x1 (mass) is a meal composed of dishes including x2","5c",84,19,19
100976,"sanso",,,,,"gismu","sauce","酱",3,"x1 is a sauce/topping/gravy/frosting for use with x2, containing ingredient(s) including x3","5b",12,"#N/A",0
100977,"santa",,,,,"gismu","umbrella","伞",5,"x1 is an umbrella/parasol shielding x2 from x3, made of material x4, supported by x5","ao",4,"#N/A",0
100978,"sarcu",,,,"sa'u","gismu","necessary","才",3,"x1 (abstract) is necessary/required for continuing state/process x2 under conditions x3","3m",57,11,11
100979,"sarji",,,"sra",,"gismu","support","扶",4,"x1 supports/holds up/is underpinning of/[helps] x2 against force/opposition x3 with/by means x4","9a",109,12,12
100980,"sarlu",,,,,"gismu","spiral","旋",3,"x1 is a spiral/helix/whorl/[vortex] [shape/form] with limits x2, of dimensionality x3","9b",3,3,3
100981,"sarxe",,"sax",,,"gismu","harmonious","谐",3,"x1 is harmonious/concordant/in agreement/concord with x2 in property x3 (ka)","a",2,2,2
100982,"saske",,,"ske",,"gismu","science","科",3,"x1 (mass of facts) is science of/about subject matter x2 based on methodology x3","8c",31,12,12
100983,"satci",,,,,"gismu","exact","确",3,"x1 [measurement/match] is exact/precise to precision x2 in property/quantity x3 (ka/ni)","7e",55,20,20
100984,"satre",,,,"sa'e","gismu","stroke","摸",3,"x1 (agent) strokes/rubs/pets x2 with x3","9c",34,2,2
100985,"savru",,"sav","vru",,"gismu","noise","噪",3,"x1 is a noise/din/clamor [sensory input without useful information] to x2 via sensory channel x3","2g",72,15,15
100986,"sazri",,"saz",,,"gismu","operate","操",3,"x1 operates/drives/runs x2 [apparatus/machine] with goal/objective/use/end/function x3","8c",47,11,11
